region,prefecture,commune,canton,etab_nom,categorie,statut_simplifie,lat,lon
Maritime,Golfe,Golfe 5,Aflao-Gakli,BTCI Amadahome,Banque,Inconnu,6.203541360604255,1.1654270638510162
Maritime,Bas-Mono,Bas-Mono 1,Afagnangan,FUCEC Togo Afagnan,Micro-Finance,Actif,6.4957666666666665,1.6271233333333333
Maritime,Zio,Zio 1,Abobo,Mutuelle Dignite Humaine,Mutuelle,Actif,6.266225,1.287165
Maritime,Zio,Zio 1,Abobo,Mutuelle Le Roc,Mutuelle,Actif,6.239534103539881,1.3728760724747089
Maritime,Golfe,Golfe 5,Aflao-Gakli,FUCEC-Togo,Micro-Finance,Actif,6.183478641263159,1.1690136321572586
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,CIF Assurance-vie,Assurance,Actif,6.206187504803494,1.1895305475058346
Maritime,Golfe,Golfe 6,Baguida,BTCI Baguida,Banque,Actif,6.167495664668762,1.3381952574322604
Maritime,Golfe,Golfe 5,Aflao-Gakli,Microfinance Millenium Totsi,Micro-Finance,Actif,6.197077790836492,1.1866806869108153
Maritime,Golfe,Golfe 5,Aflao-Gakli,BTCI Agbalepedogan,Banque,Inconnu,6.197624349044445,1.2007360347995677
Maritime,Zio,Zio 1,Djagblé,COOPAD Djagblé,Micro-Finance,Actif,6.254119620863774,1.282792090426032
Plateaux,Ogou,Ogou 1,Gnagna,SUNU Bank Yata,Banque,Inactif,7.519636195213213,1.1403786980788655
Maritime,Zio,Zio 1,Djagblé,Mutuelle Meci,Mutuelle,Actif,6.256053905261389,1.2835601090271076
Maritime,Golfe,Golfe 4,Amoutivé,Direction générale Siab Togo,Banque,Actif,6.123606099488691,1.22458742066699
Centrale,Blitta,Blitta 2,Agbandi,UCMECF To Point de Agbandji,Micro-Finance,Actif,8.227016666666666,1.1345633333333334
Centrale,Blitta,Blitta 1,Pagala-Gare,FUCEC Togo Agence Pagala,Micro-Finance,Actif,8.178073750269546,0.975405815075356
Maritime,Zio,Zio 1,Abobo,Mutuelle Le President Microfinance Sa,Mutuelle,Inconnu,6.270525,1.2919633333333334
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,FUCEC-togo Agence Vakpossito,Micro-Finance,Inconnu,6.218002102046497,1.1693257332827622
Maritime,Golfe,Golfe 5,Aflao-Gakli,UTB Agence Totsi,Banque,Actif,6.196495010626283,1.1875630239819002
Maritime,Zio,Zio 1,Djagblé,CECAV Gbama Kope,Micro-Finance,Actif,6.260861666666667,1.2635966666666665
Maritime,Golfe,Golfe 5,Aflao-Gakli,COOPEC Fidelite,Micro-Finance,Actif,6.175686110238065,1.1817190932930046
Maritime,Golfe,Golfe 5,Aflao-Gakli,Mutuelle ASJD Totsi,Mutuelle,Actif,6.1953512742015,1.1876890867899137
Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,CEC Tso Nakle,Mutuelle,Actif,6.494128333333333,1.6155766666666664
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Fidelia Assurance Agbalepedogan,Assurance,Actif,6.201101666666667,1.1955433333333334
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Fonds Communautaire Pour Le Developpement,Mutuelle,Actif,6.2190883839568425,1.1686083442527062
Maritime,Zio,Zio 1,Djagblé,COOPEC AD Djagblé,Micro-Finance,Actif,6.259451822949494,1.284241709987992
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),COMEC Sokode,Micro-Finance,Actif,8.97086166666667,1.1351699999999996
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),BTCI Sokode,Banque,Actif,8.988671205880385,1.138942413350057
Centrale,Mô,Mô 1,Djarkpanga,SPT Djarkpanga,Banque,Inactif,8.78293666666667,0.5640999999999995
Centrale,Mô,Mô 1,Djarkpanga,COOPEC Plaine de Mo,Micro-Finance,Actif,8.784271666666665,0.5628950000000001
Centrale,Mô,Mô 2,Tindjasse,Microfinance Amitie Entre les Peuples,Micro-Finance,Actif,8.65053963279447,0.4636942079689802
Maritime,Vo,Vo 4,Hahotoé,WAGES Hahotoe,Micro-Finance,Actif,6.3653716666666655,1.4174033333333325
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),COOPEC Gaiete de Sokode,Micro-Finance,Actif,8.97894905470748,1.1374168660464508
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),COOPEC AD de Sokode,Micro-Finance,Actif,8.988323631561128,1.1361540914462491
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),ECOBANK Sokode,Banque,Actif,8.988453533954205,1.139305810376904
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Banque Atlantique Sokodé,Banque,Actif,8.987417421356668,1.1397067101565963
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),BSIC Sokode,Banque,Actif,8.990393746191828,1.1380730622757838
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),SPT Sokode,Banque,Actif,8.985052292635878,1.140378436146856
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),ORABANK Sokode,Banque,Actif,8.988120159300394,1.135012120185726
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),BOA Sokodé,Banque,Actif,8.9881736394278,1.139422366260735
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Mutuelle Tibi de Sokode,Micro-Finance,Actif,8.989627972962895,1.138538662480204
Maritime,Golfe,Golfe 1,Bè-Est,SUNU Bank Akodessewa,Banque,Actif,6.140851224019129,1.2409790321902656
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),WAGES Sokode,Micro-Finance,Actif,8.987919380169773,1.1408407635574265
Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,URCLEC Sokode,Micro-Finance,Actif,9.0090381,1.1356097
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),CORIS Bank Sokode,Banque,Actif,8.98977666666667,1.1383449999999995
Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,Direction URCLEC Sokode,Micro-Finance,Actif,9.02536056426368,1.1400340808462006
Centrale,Tchamba,Tchamba 1,Tchamba,FUCEC Togo Djayowoa,Micro-Finance,Actif,9.022271666666668,1.414178333333333
Centrale,Tchamba,Tchamba 1,Tchamba,UTB Tchamba,Banque,Actif,9.028351666666667,1.4158900000000003
Centrale,Tchamba,Tchamba 1,Tchamba,URCLEC Iyiwa,Micro-Finance,Actif,9.022533333333334,1.4149033333333332
Centrale,Tchamba,Tchamba 1,Tchamba,UCMECF-TO Tchamba,Micro-Finance,Actif,9.025471666666665,1.4225500000000004
Centrale,Tchamba,Tchamba 1,Tchamba,COOPEC ADESEM Forêt chance,Micro-Finance,Actif,9.026513333333334,1.42318
Centrale,Tchamba,Tchamba 3,Kaboli,COOPEC ADESEM Djama,Micro-Finance,Actif,8.751820000000002,1.5851316666666668
Centrale,Tchamba,Tchamba 3,Kaboli,FUCEC Togo Guimegue,Micro-Finance,Actif,8.74755833333334,1.5953733333333329
Centrale,Tchamba,Tchamba 3,Kaboli,URCLEC Adja,Micro-Finance,Actif,8.749235,1.5936216666666667
Centrale,Tchamba,Tchamba 3,Kaboli,WAGES Takete,Micro-Finance,Actif,8.74731333333333,1.5930166666666663
Centrale,Tchamba,Tchamba 2,Koussountou,FUCEC Togo Bassegue,Micro-Finance,Actif,8.832591666666668,1.5183449999999998
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),CMECF Sokode,Micro-Finance,Actif,8.987489146711019,1.1372728118047162
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),COOPEC ADESEM Sokodé,Micro-Finance,Actif,8.98726,1.1346216666666666
Maritime,Golfe,Golfe 4,Amoutivé,ORABANK Nyékonakpoè,Banque,Inactif,6.130093333333335,1.2137183333333337
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),SUNU Bank Sokodé,Banque,Actif,8.973838333333331,1.1362916666666667
Centrale,Sotouboua,Sotouboua 1,Sotouboua,SUNU Bank Sotouboua,Banque,Actif,8.56456,0.978938333333334
Centrale,Sotouboua,Sotouboua 1,Sotouboua,UTB de Sotouboua,Banque,Actif,8.561324711379944,0.9762098228790848
Maritime,Golfe,Golfe 6,Baguida,COOPEC AD Avepozo,Micro-Finance,Actif,6.171477392594488,1.3508488315358569
Centrale,Sotouboua,Sotouboua 1,Sotouboua,ORABANK de Sotouboua,Banque,Actif,8.560778211422667,0.9751685688305068
Maritime,Golfe,Golfe 5,Aflao-Gakli,Banque Atlantique Adidoadin,Banque,Actif,6.199797610560822,1.1882127801715372
Maritime,Golfe,Golfe 7,Aflao-Sagbado,COOPEC AD Adidogome Madiba,Micro-Finance,Actif,6.200311666666667,1.148209999999999
Centrale,Sotouboua,Sotouboua 1,Sotouboua,WAGES M'heza de Sotouboua,Micro-Finance,Actif,8.565854999999999,0.9795333333333334
Centrale,Sotouboua,Sotouboua 1,Sotouboua,FUCEC Togo de Sotouboua,Micro-Finance,Actif,8.561128333333334,0.9839933333333336
Centrale,Sotouboua,Sotouboua 1,Sotouboua,URCLEC de Sotouboua,Micro-Finance,Actif,8.561717960817296,0.9833055591689458
Centrale,Sotouboua,Sotouboua 1,Sotouboua,Mutuelle Tibi de Sotouboua,Micro-Finance,Actif,8.561853333333337,0.9745066666666669
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),UTB Sokodé,Banque,Actif,8.984248081094423,1.1397479376919393
Centrale,Sotouboua,Sotouboua 1,Sotouboua,CMECF Sotouboua,Micro-Finance,Actif,8.563263675313134,0.9812148591194516
Centrale,Sotouboua,Sotouboua 1,Sotouboua,CECO COOP de Sotouboua,Micro-Finance,Actif,8.555911666666669,0.9702683333333328
Centrale,Sotouboua,Sotouboua 2,Adjengré,FUCEC Togo Adjengre,Micro-Finance,Actif,8.66349,1.0179816666666672
Centrale,Sotouboua,Sotouboua 3,Tchébébé,CMECF-sotouboua,Micro-Finance,Actif,8.430226666666668,0.99136
Centrale,Sotouboua,Sotouboua 1,Sotouboua,Club Entraide Sans Frontière Microfinance,Micro-Finance,Actif,8.560861225625931,0.9762896155194898
Centrale,Sotouboua,Sotouboua 2,Adjengré,COOPEC ADESEM de ADjengre,Micro-Finance,Actif,8.669360000000003,1.020245
Centrale,Sotouboua,Sotouboua 2,Adjengré,Caisse Mutuelle d'épargne et de Crédit Pour Les Femmes du Togo de ADjengre,Micro-Finance,Actif,8.658409391833956,1.019698205082053
Centrale,Sotouboua,Sotouboua 3,Tchébébé,COOPEC ADESEM Agence de Tchébébé,Micro-Finance,Actif,8.433720540039227,0.9955423597603048
Centrale,Sotouboua,Sotouboua 3,Tchébébé,FUCEC Togo Enente de Tchebebe,Micro-Finance,Actif,8.434643333333332,0.991393333333333
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Aliada Agoe,Micro-Finance,Actif,6.232668097886787,1.197142819167033
Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,SPT Kpangalam,Banque,Actif,9.009539121285307,1.1361910039466734
Centrale,Blitta,Blitta 1,Blitta,URCLEC Lamakaza,Micro-Finance,Actif,8.32863333333333,0.98663
Centrale,Blitta,Blitta 1,Blitta,FUCEC Togo Blitta zongo,Micro-Finance,Actif,8.326518333333334,0.9776783333333332
Centrale,Blitta,Blitta 1,Pagala-Gare,SPT Pagala Gare,Banque,Actif,8.183901666623392,0.9649733333541228
Centrale,Blitta,Blitta 1,Blitta,UTB Lamakaza,Banque,Actif,8.33103333333333,0.986206666666666
Centrale,Blitta,Blitta 2,Agbandi,FUCEC Togo Bagbo,Micro-Finance,Actif,8.230938333333334,1.1335716666666664
Centrale,Blitta,Blitta 1,Pagala-Gare,Micro Finance URCLEC de Pagala Gare,Micro-Finance,Actif,8.1837,0.9652233333333337
Centrale,Blitta,Blitta 1,Pagala-Gare,UCMEF de Pagala Gare,Micro-Finance,Actif,8.180305000000002,0.9714516666666664
Centrale,Sotouboua,Sotouboua 1,Sotouboua,SPT Sotouboua,Banque,Actif,8.5643739673124,0.9775760085394088
Maritime,Golfe,Golfe 1,Bè-Est,BIA Togo de Be Apeyeyeme,Banque,Inactif,6.140953333333332,1.240335
Centrale,Sotouboua,Sotouboua 2,Adjengré,SPT ADjengre,Banque,Actif,8.659358968302604,1.0190543511292038
Centrale,Tchamba,Tchamba 1,Tchamba,Finance-centralespt-tchamba,Micro-Finance,Actif,9.020614999999998,1.41776
Centrale,Tchamba,Tchamba 3,Kaboli,Finance Centrale Spt-kaboli,Micro-Finance,Actif,8.748108333333333,1.5959683333333334
Centrale,Blitta,Blitta 1,Blitta,STP Blitta,Banque,Actif,8.32468879147974,0.978226117586294
Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,FUCEC Togo Adétikopé,Micro-Finance,Inactif,6.320862661814265,1.2184175481834236
Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,La Mutuelle Dignite Humaine,Micro-Finance,Actif,6.315060000000002,1.222168333333333
Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,CECAV Fraternite Adeticope,Micro-Finance,Actif,6.318307536869714,1.2179356009455375
Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Mutuelle Akwaba Adetikope,Micro-Finance,Actif,6.320983333333334,1.2193
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Mutuelle Digitale Humaine Agoè Assiyéué,Micro-Finance,Actif,6.233856666666666,1.1967199999999998
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,CEF-MF Legbassito,Micro-Finance,Actif,6.256730000000002,1.167679999999999
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,ORABANK Assiyeye,Banque,Actif,6.232927573115106,1.1972415814054411
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,WAGES Agoe,Micro-Finance,Actif,6.231383333333335,1.1987100000000002
Maritime,Golfe,Golfe 1,Bè-Est,SGT Lomé Port,Banque,Actif,6.143232572355724,1.27442064514978
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,COOPEC la Grâce Divine,Micro-Finance,Actif,6.2571894804405845,1.1756911188695065
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,CECAV Yayra Agoe,Micro-Finance,Actif,6.234360589748889,1.1958578884997515
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,URCLEC Agoè Assiyéyé,Micro-Finance,Actif,6.230906666666669,1.198771666666666
Maritime,Golfe,Golfe 6,Baguida,Banque Altantique Luxolin,Banque,Actif,6.161233870428658,1.3158102189914611
Maritime,Golfe,Golfe 4,Amoutivé,LMF le Pavillon,Micro-Finance,Inactif,6.137680684468465,1.22862364676609
Maritime,Golfe,Golfe 6,Baguida,WAGES Baguida,Micro-Finance,Actif,6.1662366666666655,1.3282733333333334
Maritime,Golfe,Golfe 5,Aflao-Gakli,CORIS Bank ADidogome Madiba,Banque,Actif,6.197987679351148,1.1513587700659638
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Microfinance COECEB Adidogome Assiyeye,Micro-Finance,Actif,6.197518845535679,1.1460301112439952
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Microfinance COOP ICEC,Micro-Finance,Inactif,6.198527684220908,1.1449674215718737
Maritime,Golfe,Golfe 6,Baguida,SPT Avepozo,Banque,Actif,6.169299674041963,1.3447015257107189
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Microfinance Millenium Apedokoe,Micro-Finance,Actif,6.203886666666669,1.1439749999999995
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Microfinance Echoppe Togo Wonye,Micro-Finance,Actif,6.191235000000001,1.1478466666666665
Maritime,Golfe,Golfe 4,Amoutivé,BOA Dekon,Banque,Inactif,6.136367321450171,1.2268605396590395
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,CORIS Bank ADIDO-ADIN,Banque,Inconnu,6.209047659605975,1.1894887451533154
Maritime,Golfe,Golfe 5,Aflao-Gakli,IB Bank Agbalépédogan,Banque,Actif,6.197587713632931,1.2008404516935074
Maritime,Golfe,Golfe 3,Bè-Ouest,NSIA Banque Agbalepedogan,Banque,Actif,6.188443499999999,1.2075839
Maritime,Golfe,Golfe 3,Bè-Ouest,GTA Assurance,Assurance,Actif,6.191123249293486,1.2091357482495653
Maritime,Golfe,Golfe 5,Aflao-Gakli,COECEPT Avédji,Micro-Finance,Actif,6.1931832,1.1726286999999995
Maritime,Golfe,Golfe 5,Aflao-Gakli,COOPEC AD Agbalépédogan,Micro-Finance,Actif,6.195376700000001,1.1926177999999996
Maritime,Golfe,Golfe 1,Bè-Est,BIA Togo Akodessewa,Banque,Actif,6.1554281268825015,1.2671495496505338
Maritime,Golfe,Golfe 6,Baguida,CECAV Fraternité,Micro-Finance,Actif,6.170911213820332,1.3490751938088497
Maritime,Golfe,Golfe 1,Bè-Est,COOPEC AD,Micro-Finance,Actif,6.165543333333335,1.2715866666666666
Maritime,Golfe,Golfe 1,Bè-Est,COCEC de Kanyikope,Micro-Finance,Actif,6.167922215436336,1.296562052580254
Maritime,Golfe,Golfe 2,Bè-Centre,MECI d'attiegou,Micro-Finance,Actif,6.187670142378855,1.2710487271684414
Maritime,Golfe,Golfe 1,Bè-Est,WAGES d'adakpame,Micro-Finance,Actif,6.170179306226796,1.289845023649574
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Mutual Finance,Micro-Finance,Actif,6.211845685973874,1.1881831721361695
Maritime,Golfe,Golfe 5,Aflao-Gakli,WAGES Avedji,Micro-Finance,Actif,6.201059956400363,1.181036706545855
Maritime,Golfe,Golfe 3,Bè-Ouest,Prudential Beneficial Life Insurance,Assurance,Actif,6.192360974830099,1.208490520384514
Maritime,Golfe,Golfe 1,Bè-Est,SUNU Assurance Akodessewa,Assurance,Actif,6.140935731347781,1.2410017754128015
Maritime,Golfe,Golfe 1,Bè-Est,CORIS Bank d'Akodessewa,Banque,Actif,6.158920000000001,1.2842216666666664
Maritime,Golfe,Golfe 1,Bè-Est,CECAV Akodessewa,Micro-Finance,Actif,6.152386666666667,1.2673616666666667
Maritime,Golfe,Golfe 1,Bè-Est,ORABANK du Port,Banque,Actif,6.139035000000001,1.26661
Maritime,Golfe,Golfe 6,Baguida,COCEC Baguida,Micro-Finance,Actif,6.171486047129651,1.3136411638919152
Maritime,Golfe,Golfe 6,Baguida,COOPEC La Fructueuse Adamavo,Micro-Finance,Actif,6.169595,1.3065666666666669
Maritime,Golfe,Golfe 1,Bè-Est,Coda Zorobar,Micro-Finance,Actif,6.1644953000000005,1.2849031
Maritime,Golfe,Golfe 1,Bè-Est,COOPEC la Fructueuse,Micro-Finance,Actif,6.165166,1.2667802999999993
Maritime,Golfe,Golfe 1,Bè-Est,SPT Akodessewa,Banque,Actif,6.151555,1.267235
Maritime,Golfe,Golfe 1,Bè-Est,BSIC Lomé Port,Banque,Actif,6.143397599999999,1.2766162
Maritime,Golfe,Golfe 6,Baguida,COFEC Baguida,Micro-Finance,Actif,6.168959038121278,1.3326791532536422
Maritime,Golfe,Golfe 6,Baguida,ORABANK Baguida,Banque,Actif,6.164517051498921,1.3285360279046412
Maritime,Golfe,Golfe 6,Baguida,CORIS Bank Avepozo,Banque,Actif,6.168183989263163,1.3405748319468105
Maritime,Golfe,Golfe 4,Amoutivé,ECOBANK Assivito,Banque,Inactif,6.129216922087024,1.2215162673872737
Maritime,Golfe,Golfe 6,Baguida,COOPECfi Avepozo,Micro-Finance,Actif,6.167714252132774,1.337521852719781
Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,ORABANK Agence Terminal du Sahel,Banque,Inactif,6.268985,1.2100816666666665
Maritime,Golfe,Golfe 1,Bè-Est,ECOBANK Akodessewa,Banque,Actif,6.153124920152232,1.2657799927264453
Maritime,Golfe,Golfe 1,Bè-Est,ORABANK Port,Banque,Actif,6.143516666666668,1.2744033333333329
Maritime,Golfe,Golfe 1,Bè-Est,BOA Lomé Port,Banque,Actif,6.142972113871874,1.2745149007793797
Maritime,Golfe,Golfe 1,Bè-Est,ECOBANK Rond Point Port,Banque,Actif,6.142863032694351,1.2745258948325309
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,COOPECfI Assiyeye,Micro-Finance,Actif,6.225889556983486,1.1975528269774174
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Microfinance FIDES -Togo Yokoe,Micro-Finance,Actif,6.180241237402258,1.1437457281785857
Maritime,Golfe,Golfe 1,Bè-Est,FUCEC Togo Bè,Micro-Finance,Actif,6.142240000000001,1.2426933333333334
Maritime,Golfe,Golfe 1,Bè-Est,GTA Assurance Akodésséwa,Assurance,Actif,6.1503916666666685,1.2715166666666669
Maritime,Golfe,Golfe 1,Bè-Est,UTB Lomé Port,Banque,Actif,6.143576541821805,1.2747953293072487
Maritime,Golfe,Golfe 1,Bè-Est,SPT Lomé Port,Banque,Actif,6.1441004973871145,1.275551656348921
Maritime,Golfe,Golfe 1,Bè-Est,COOPEC Maturite TP3,Micro-Finance,Actif,6.160222628839682,1.2886833598005274
Maritime,Golfe,Golfe 1,Bè-Est,BTCI Lomé Port,Banque,Actif,6.143110371857142,1.2757155916040237
Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,COOPEC AD Agence de Legbassito,Micro-Finance,Actif,6.268031666666668,1.1522400000000004
Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,WAGES Agence de Legbassito,Micro-Finance,Actif,6.266851666666668,1.1519700000000002
Maritime,Golfe,Golfe 3,Bè-Ouest,Banque Atlantique Agence Agbalepedogan,Banque,Inactif,6.19134802346902,1.2082627695815624
Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,FUCEC Togo Agence de Legbassito,Micro-Finance,Actif,6.267165,1.151315
Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,ASJD Agence de Zossime,Micro-Finance,Actif,6.233140131385709,1.1510696396471616
Maritime,Golfe,Golfe 6,Baguida,BOA Baguida,Banque,Actif,6.162544292554736,1.320587953967112
Maritime,Golfe,Golfe 6,Baguida,NSIA Baguida,Banque,Actif,6.166494457546458,1.334903160420629
Maritime,Golfe,Golfe 6,Baguida,BIA Togo Baguida,Banque,Actif,6.161217522821812,1.3156363022844992
Maritime,Golfe,Golfe 6,Baguida,FUCEC Togo Baguida,Micro-Finance,Actif,6.169838277997084,1.34466333419383
Maritime,Golfe,Golfe 6,Baguida,Sanlam Baguida,Assurance,Actif,6.168284999999999,1.3397850000000002
Maritime,Golfe,Golfe 2,Bè-Centre,SPT Aeroport International Gnassingbe Eyadema,Banque,Actif,6.174271400000001,1.2522538999999993
Maritime,Golfe,Golfe 2,Bè-Centre,ECOBANK Aerogare,Banque,Actif,6.174150719816597,1.252095291758954
Maritime,Golfe,Golfe 2,Bè-Centre,NSIA Banque Aeroport International Gnassingbe Eyadema,Banque,Inactif,6.170669881612013,1.2529785166790974
Maritime,Golfe,Golfe 2,Bè-Centre,ORABANK Aéroport,Banque,Actif,6.170732600000001,1.2531106999999997
Maritime,Golfe,Golfe 2,Bè-Centre,SPT de L 'aeroport International Gnassingbe Eyadema,Banque,Inactif,6.168221666666668,1.2515283333333331
Maritime,Golfe,Golfe 1,Bè-Est,FINAM,Micro-Finance,Inactif,6.143833248529891,1.2445354856688031
Maritime,Golfe,Golfe 3,Bè-Ouest,MECIT Agbalépédo,Micro-Finance,Actif,6.195708333333332,1.2084000000000004
Maritime,Golfe,Golfe 1,Bè-Est,Institution de Microfinance,Micro-Finance,Actif,6.154298333333332,1.2688716666666666
Maritime,Golfe,Golfe 1,Bè-Est,UTB Be Kpehenou,Banque,Actif,6.138376818007044,1.2367188400601268
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Agence de Transfert Fintech Atilamonou,Micro-Finance,Actif,6.217434534859058,1.1282929798098644
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Microfinance COECEB Segbe,Micro-Finance,Inactif,6.1945578812987305,1.112381983876608
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Institution de Microfinance Coopad Segbe,Micro-Finance,Actif,6.199564999999999,1.1041383333333334
Maritime,Golfe,Golfe 5,Aflao-Gakli,BOA ADidogome,Banque,Actif,6.185986552617569,1.1651514078291656
Maritime,Golfe,Golfe 5,Aflao-Gakli,SUNU Assurances Avenou,Assurance,Actif,6.173848230337873,1.184621826748101
Maritime,Golfe,Golfe 3,Bè-Ouest,SPT de La Residence du Benin,Banque,Actif,6.173301606161072,1.2228534215735436
Maritime,Golfe,Golfe 4,Amoutivé,SUNU Assurances Vie,Assurance,Actif,6.125075568694468,1.209842554583579
Maritime,Golfe,Golfe 4,Amoutivé,La Protectrice S.A,Assurance,Actif,6.133603942926623,1.2276989005765566
Maritime,Golfe,Golfe 5,Aflao-Gakli,SGCAR Assurance,Assurance,Actif,6.188986091570224,1.2071527572647294
Maritime,Golfe,Golfe 5,Aflao-Gakli,COOPEC Grace plus Amadahomé,Micro-Finance,Actif,6.197206608017171,1.1522296177821123
Maritime,Golfe,Golfe 3,Bè-Ouest,Afrik Assurance,Assurance,Actif,6.1645650000000005,1.2214349999999998
Maritime,Golfe,Golfe 4,Amoutivé,Lorica Assurance,Assurance,Actif,6.162918333333333,1.2032099999999997
Maritime,Golfe,Golfe 4,Amoutivé,Careas Assurance,Assurance,Actif,6.129893333333335,1.2112683333333336
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Prunelle Assurance,Assurance,Actif,6.20650397589629,1.1822295888588907
Maritime,Golfe,Golfe 5,Aflao-Gakli,Assur Invest,Assurance,Actif,6.204565000000001,1.158949999999999
Maritime,Golfe,Golfe 3,Bè-Ouest,SOCAR Togo,Assurance,Actif,6.1461533333333325,1.2048099999999995
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,ANOS,Assurance,Actif,6.211316666666667,1.1827816666666655
Maritime,Golfe,Golfe 3,Bè-Ouest,Afrique Envergure Sarl,Assurance,Actif,6.144976987522064,1.2199581991481316
Maritime,Golfe,Golfe 4,Amoutivé,Saeco Assurances,Assurance,Actif,6.138470000000001,1.2282249999999997
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Primus Courtier,Assurance,Actif,6.244696666666666,1.2009366666666668
Maritime,Golfe,Golfe 4,Amoutivé,Direction Nationale COOPEC-AD,Micro-Finance,Actif,6.119546666666667,1.2033916666666664
Maritime,Golfe,Golfe 1,Bè-Est,NSIA Banque Akodessewa,Assurance,Actif,6.155995,1.267414999999999
Maritime,Golfe,Golfe 3,Bè-Ouest,Sanlam GTA,Assurance,Actif,6.1916811,1.2107797
Maritime,Golfe,Golfe 3,Bè-Ouest,CIF-Vie Togo S.A,Assurance,Actif,6.167255284205092,1.2029399806539445
Maritime,Golfe,Golfe 3,Bè-Ouest,LC Assurance,Assurance,Inactif,6.176976999701076,1.2053931107341227
Maritime,Golfe,Golfe 4,Amoutivé,BTCI Dékon,Assurance,Inactif,6.136157197214607,1.225732521445294
Maritime,Golfe,Golfe 3,Bè-Ouest,SIAR Assurance,Assurance,Actif,6.168148072124631,1.2233313905161691
Maritime,Golfe,Golfe 3,Bè-Ouest,CAR.AF.E. Assurance,Assurance,Actif,6.162325180486899,1.2098214081143377
Maritime,Golfe,Golfe 5,Aflao-Gakli,SCAT Assurance,Assurance,Actif,6.184071108735669,1.2001175582264891
